Bibtex Key	Title	Year	URL	Descartado? (S/N) Marcar critério no parsifal	Qual o método de avaliação utilizado (simulação, modelagem analitica, aferição)?	A aplicação está disponível? Open source? Link	Quais as aplicações utilizadas nos testes realizados? Usou alguma benchmarking tool?	Quais as categorias de aplicações (ImageTools, Math, Streaming)?	Usou algum testbed? Real ou virtual?	Quais e quantos dispositivos foram utilizados?	Qual arquitetura utilizada (Single ou multi-cloudlet, Nuvem, D2D, Híbrido, Edge)?	Quais as métrica de avaliação foram adotadas (tempo, energia)?
10.5555/3130379.3130707	Hardware Architecture of Bidirectional Long Short-Term Memory Neural Network for Optical Character Recognition	2017		Sim								
10.1016/j.phycom.2015.11.004	Random Neural Network Based Novel Decision Making Framework for Optimized and Autonomous Power Control in LTE Uplink System	2016	https://doi.org/10.1016/j.phycom.2015.11.004	Sim								
10.1145/3139315.3139319	Approximate Compression: Enhancing Compressibility through Data Approximation	2017	https://doi.org/10.1145/3139315.3139319	Sim								
10.1145/3126686.3126733	SeeNav: Seamless and Energy-Efficient Indoor Navigation Using Augmented Reality	2017	https://doi.org/10.1145/3126686.3126733	Sim								
10.1109/MCOM.2017.1600587CM	UAV-Based IoT Platform: A Crowd Surveillance Use Case	2017	https://doi.org/10.1109/MCOM.2017.1600587CM	Sim								
10.1145/2994551.2996696	Energy Efficient GPS Acquisition with Sparse-GPS+: Poster Abstract	2016	https://doi.org/10.1145/2994551.2996696	Sim								
10.1145/3302506.3312611	On-Device Training from Sensor Data on Batteryless Platforms: Poster Abstract	2019	https://doi.org/10.1145/3302506.3312611	Sim								
10.1016/j.jnca.2016.08.005	Navigation-Driven Handoff Minimization in Wireless Networks	2016	https://doi.org/10.1016/j.jnca.2016.08.005	Sim								
10.1145/3342428.3342670	Addressing Bandwidth Demand in Full-Immersive Virtual Reality	2019	https://doi.org/10.1145/3342428.3342670	Sim								
10.1145/3054977.3057296	On-Demand Information Retrieval from Videos Using Deep Learning in Wireless Networks: Demo Abstract	2017	https://doi.org/10.1145/3054977.3057296	Sim								
10.1145/2979683	CHANTS ’16: Proceedings of the Eleventh ACM Workshop on Challenged Networks	2016		Sim								
10.1145/3274783.3275165	Energy Efficient LPWAN Decoding via Joint Sparse Approximation	2018	https://doi.org/10.1145/3274783.3275165	Sim								
10.1007/s11277-018-6066-x	Design of Green Smart Room Using Fifth Generation Network Device Femtolet	2019	https://doi.org/10.1007/s11277-018-6066-x	Sim								
10.1145/2980147.2980157	Data-Oriented Abstraction of Virtual Sensors for Energy-Aware Embedded Software Systems	2016	https://doi.org/10.1145/2980147.2980157	Sim								
10.5555/3324320.3324400	Priority-Aware Bulk Data Transfer in Low-Power IoT Networks	2019		Sim								
10.1145/3124087	CHANTS ’17: Proceedings of the 12th Workshop on Challenged Networks	2017		Sim								
10.1145/3307334.3326092	Banner: An Image Sensor Reconfiguration Framework for Seamless Resolution-Based Tradeoffs	2019	https://doi.org/10.1145/3307334.3326092	Sim								
10.1145/3307334.3328594	Banner -- An Image Sensor Reconfiguration Framework for Seamless Resolution-Based Tradeoffs (Video)	2019	https://doi.org/10.1145/3307334.3328594	Sim								
10.5555/3302657.3302662	Poisson Point Process-Based Network Modelling and Performance Analysis of Multi-Hop D2D Chain Relay Formation in Heterogeneous Wireless Network	2019										
10.1145/3081333.3081359	DeepEye: Resource Efficient Local Execution of Multiple Deep Vision Models Using Wearable Commodity Hardware	2017	https://doi.org/10.1145/3081333.3081359	Sim								
10.1016/j.jnca.2015.11.009	Cloudlet Deployment in Local Wireless Networks	2016	https://doi.org/10.1016/j.jnca.2015.11.009	Sim								
10.5555/2959355.2959378	DeepX: A Software Accelerator for Low-Power Deep Learning Inference on Mobile Devices	2016		Sim								
10.1016/j.phycom.2016.01.004	Analytical Study of a Service Discovery System Based on an LTE-A D2D Implementation	2016	https://doi.org/10.1016/j.phycom.2016.01.004	Sim								
10.1145/3151759.3151772	JSReX: An Efficient JavaScript-Based Middleware for Multi-Platform Mobile Peer-to-Peer Networks	2017	https://doi.org/10.1145/3151759.3151772	Sim								
10.1145/3306309.3306338	WQR-UD: An Online Scheduling Algorithm for FemtoClouds	2019	https://doi.org/10.1145/3306309.3306338	Sim								
10.1145/3010079.3012014	Securebox: Toward Safer and Smarter IoT Networks	2016	https://doi.org/10.1145/3010079.3012014	Sim								
10.1145/3341104	Efficient and Privacy-Preserving Fog-Assisted Health Data Sharing Scheme	2019	https://doi.org/10.1145/3341104	Não	Aferição	Não	e-healthcare	Não	Não	1 mobile phone, 1 sensor, 1 fog node	MEC (2 camadas)	Computation cost, sotrage cost, energy consumption
10.1109/TPDS.2016.2563428	CloudFog: Leveraging Fog to Extend Cloud Gaming for Thin-Client MMOG with High Quality of Service	2017	https://doi.org/10.1109/TPDS.2016.2563428	Não	Simulação	Não	Massively Multiplayer Online Game	Streaming	Sim (Planetlab)		Cloud	Rresponse latency, playback continuity and user coverage
10.1145/3357223.3365443	C-LSM: Cooperative Log Structured Merge Trees	2019	https://doi.org/10.1145/3357223.3365443	Sim								
10.1145/3177102.3177107	CARS: Collaborative Augmented Reality for Socialization	2018	https://doi.org/10.1145/3177102.3177107	Não	Aferição	Não	Realidade aumentada		Não	1 smartphone, 1 VM (8 vCPUs @ 2.5GHz and 32GB memory)	D2D, Cloud	Tempo de execução
10.1145/3301293.3302367	Multi-Year GPS Tracking Using a Coin Cell	2019	https://doi.org/10.1145/3301293.3302367	Sim								
10.1145/3132465.3132473	Precog: Action-Based Time-Shifted Prefetching for Web Applications on Mobile Devices	2017	https://doi.org/10.1145/3132465.3132473	Sim								
10.5555/3062406.3062615	PMC2O: Mobile cloudlet networking and performance analysis based on computation offloading	2017	https://doi.org/10.1016/j.adhoc.2016.11.006	Sim							MEC, cloudlet	
10.1145/3307334.3328649	Accelerating Applications in the Fast-Moving Devices with Proactive Provisioning (Poster)	2019	https://doi.org/10.1145/3307334.3328649	Sim								
10.1109/TNET.2017.2681121	Socially-Driven Learning-Based Prefetching in Mobile Online Social Networks	2017	https://doi.org/10.1109/TNET.2017.2681121	Sim								
10.1145/3098208.3098216	Geo-Partitioning of MEC Resources	2017	https://doi.org/10.1145/3098208.3098216	Sim								
10.1109/MNET.2016.1500244RP	“Anything as a Service” for 5G Mobile Systems	2016	https://doi.org/10.1109/MNET.2016.1500244RP	Sim								
10.1145/3323503.3349545	An Evolutionary Approach for Video Application Energy Consumption Estimation in Mobile Devices	2019	https://doi.org/10.1145/3323503.3349545	Sim								
10.1145/3127540.3127547	Cost-Effective Processing in Fog-Integrated Internet of Things Ecosystems	2017	https://doi.org/10.1145/3127540.3127547	Sim								
10.1109/TNSM.2018.2888481	QoS-Aware Fog Resource Provisioning and Mobile Device Power Control in IoT Networks	2019	https://doi.org/10.1109/TNSM.2018.2888481	Sim								
10.1145/3125501.3125528	Towards Efficient Quantized Neural Network Inference on Mobile Devices: Work-in-Progress	2017	https://doi.org/10.1145/3125501.3125528	Sim								
10.1109/MNET.2017.1600027NM	An Integrated Architecture for Software Defined and Virtualized Radio Access Networks with Fog Computing	2017	https://doi.org/10.1109/MNET.2017.1600027NM	Não	Aferição	Não	Não detalha	Não detalha	Não	Servidores que agem como controllers, notebooks e smartphones. Quantidade não especificada.	MEC	Computation offloading, load balancing, power management e QOS
10.1109/MCOM.2017.1700208	Cooperative Fog Computing for Dealing with Big Data in the Internet of Vehicles: Architecture and Hierarchical Resource Management	2017	https://doi.org/10.1109/MCOM.2017.1700208	Sim								
10.1145/2938559.2948841	Poster: Optimal Hotspot Selection for Internet Sharing Using Tethering	2016	https://doi.org/10.1145/2938559.2948841	Sim								
10.1145/3081333.3081347	Glimpse: A Programmable Early-Discard Camera Architecture for Continuous Mobile Vision	2017	https://doi.org/10.1145/3081333.3081347	Sim								
10.1007/s11276-016-1218-y	Performance Analysis of an Advanced Heterogeneous Mobile Network Architecture with Multiple Small Cell Layers	2017	https://doi.org/10.1007/s11276-016-1218-y	Sim								
10.1145/3089801.3089804	MobiRNN: Efficient Recurrent Neural Network Execution on Mobile GPU	2017	https://doi.org/10.1145/3089801.3089804	Sim								
10.1145/2938559.2938608	Poster: Mobile Virtual Reality for Head-Mounted Displays With Interactive Streaming Video and Likelihood-Based Foveation	2016	https://doi.org/10.1145/2938559.2938608	Sim								
10.1145/3300061.3345447	Occlumency: Privacy-Preserving Remote Deep-Learning Inference Using SGX	2019	https://doi.org/10.1145/3300061.3345447	Não	Aferição	Não	Processador de Imagens	ImageTools	Não	3 smartphones, 1 server	Cloudlet	Inference Latency, Enclave memory usage, Energy consumption
10.1145/2897073.2897114	Discovery and Selection Mechanism of Cloudlets in a Decentralized MCC Environment	2016	https://doi.org/10.1145/2897073.2897114	Sim								
10.1145/3267955.3269015	A Network Stack for Computation-Centric Vehicular Networking	2018	https://doi.org/10.1145/3267955.3269015	Sim								
10.1145/2980137.2980139	MEC Architectural Implications for LTE/LTE-A Networks	2016	https://doi.org/10.1145/2980137.2980139	Sim								
10.1145/3155055.3155067	Wi-Stitch: Content Delivery in Converged Edge Networks	2017	https://doi.org/10.1145/3155055.3155067	Sim								
10.1145/3356250.3361962	Stardust: A Deep Learning Serving System in IoT: Demo Abstract	2019	https://doi.org/10.1145/3356250.3361962	Sim								
10.1145/3297280.3297300	Using Machine Learning for Handover Optimization in Vehicular Fog Computing	2019	https://doi.org/10.1145/3297280.3297300	Sim								
10.1145/3179411	Supporting Mobile VR in LTE Networks: How Close Are We?	2018	https://doi.org/10.1145/3179411	Sim								
10.1016/j.jnca.2017.11.016	Multi-Objective Optimization Technique for Resource Allocation and Task Scheduling in Vehicular Cloud Architecture	2018	https://doi.org/10.1016/j.jnca.2017.11.016	Sim								
10.1145/3301418.3313938	The Web Browser as Distributed Application Server: Towards Decentralized Web Applications in the Edge	2019	https://doi.org/10.1145/3301418.3313938	Sim								
10.1145/3345768.3355917	SEE: Scheduling Early Exit for Mobile DNN Inference during Service Outage	2019	https://doi.org/10.1145/3345768.3355917	Sim								
10.1145/3219819.3220106	Not Just Privacy: Improving Performance of Private Deep Learning in Mobile Cloud	2018	https://doi.org/10.1145/3219819.3220106	Não	Aferição							
10.1145/3331052.3332473	En-OsCo: Energy-Aware Osmotic Computing Framework Using Hyper-Heuristics	2019	https://doi.org/10.1145/3331052.3332473	Sim								
10.1145/3213344.3213348	A Multi-Cloudlet Infrastructure for Future Smart Cities: An Empirical Study	2018	https://doi.org/10.1145/3213344.3213348	Sim								
10.1145/2980115.2980123	Toward Immersive Mobile Virtual Reality	2016	https://doi.org/10.1145/2980115.2980123	Sim								
10.1145/3241738	A Survey of Cloudlet-Based Mobile Augmentation Approaches for Resource Optimization	2018	https://doi.org/10.1145/3241738	Sim								
10.1145/3301444	ContextAiDe: End-to-End Architecture for Mobile Crowd-Sensing Applications	2019	https://doi.org/10.1145/3301444	Não								
10.1016/j.ins.2016.08.059	Cryptography-Based Secure Data Storage and Sharing Using HEVC and Public Clouds	2017	https://doi.org/10.1016/j.ins.2016.08.059	Sim								
10.1145/3325413.3329787	DeepHome: Distributed Inference with Heterogeneous Devices in the Edge	2019	https://doi.org/10.1145/3325413.3329787	Sim								
10.1145/3124087.3124095	Per-Chunk Caching for Video Streaming from a Vehicular Cloud	2017	https://doi.org/10.1145/3124087.3124095	Sim								
10.1145/3093899	I-Jacob: An Internetware-Oriented Approach to Optimizing Computation-Intensive Mobile Web Browsing	2018	https://doi.org/10.1145/3093899	Não								
10.1145/3360774.3360833	Fuzzy Clustering-Based Task Allocation Approach Using Bipartite Graph in Cloud-Fog Environment	2019	https://doi.org/10.1145/3360774.3360833	Sim								
10.1109/TWC.2018.2890469	Joint Sponsored and Edge Caching Content Service Market: A Game-Theoretic Approach	2019	https://doi.org/10.1109/TWC.2018.2890469	Sim								
10.1145/3241539.3241557	FoggyCache: Cross-Device Approximate Computation Reuse	2018	https://doi.org/10.1145/3241539.3241557	Não								
10.1145/3063592	Mobile Multi-Food Recognition Using Deep Learning	2017	https://doi.org/10.1145/3063592	Sim								
10.1145/2964284.2964327	Affective Contextual Mobile Recommender System	2016	https://doi.org/10.1145/2964284.2964327	Não								
10.1145/2973750.2985620	A Framework for Collaborative Sensing and Processing of Mobile Data Streams: Demo	2016	https://doi.org/10.1145/2973750.2985620	Sim								
10.1145/3266276.3266279	Care to Share? An Empirical Analysis of Capacity Enhancement by Sharing at the Edge	2018	https://doi.org/10.1145/3266276.3266279	Sim								
10.1145/3210240.3211112	Distributed Real-Time Generative 3D Hand Tracking Using Edge GPGPU Acceleration	2018	https://doi.org/10.1145/3210240.3211112	Sim								
10.1109/TPDS.2016.2624733	AppBooster: Boosting the Performance of Interactive Mobile Applications with Computation Offloading and Parameter Tuning	2017	https://doi.org/10.1109/TPDS.2016.2624733	Não								
10.1145/2968219.2968589	Social-Aware Device-to-Device Communication: A Contribution for Edge and Fog Computing?	2016	https://doi.org/10.1145/2968219.2968589	Sim								
10.1145/3173162.3173185	Potluck: Cross-Application Approximate Deduplication for Computation-Intensive Mobile Applications	2018	https://doi.org/10.1145/3173162.3173185	Sim								
10.1145/2938559.2948825	Poster: A Novel Computation Offloading Technique for Reducing Energy Consumption of Smart Watch	2016	https://doi.org/10.1145/2938559.2948825	Sim								
10.1145/3318216.3363309	Couper: DNN Model Slicing for Visual Analytics Containers at the Edge	2019	https://doi.org/10.1145/3318216.3363309	Não								
10.1145/2973750.2973777	LEO: Scheduling Sensor Inference Algorithms across Heterogeneous Mobile Processors and Network Resources	2016	https://doi.org/10.1145/2973750.2973777	Não	Simulação	Não	Activity Recognition, Step Counter, Speaker Couting, Emotion Recognition, Speaker Identification, Stress Detection, Keyword Spotting	Health care	 Não detalha	Não detalha	Cloud	Consumo de energia
10.1145/3132211.3132456	An Edge-Facilitated Message Broker for Scalable Device Discovery: Poster	2017	https://doi.org/10.1145/3132211.3132456	Sim								
10.1145/3362743.3362964	Embedded Deep Inference in Practice: Case for Model Partitioning	2019	https://doi.org/10.1145/3362743.3362964	Sim								
10.1109/JSAC.2016.2611843	Energy Efficient Resource Allocation for Wireless Power Transfer Enabled Collaborative Mobile Clouds	2016	https://doi.org/10.1109/JSAC.2016.2611843	Não	Simulação	Não	Não detalha	Não detalha	Não detalha		D2D	Consumo de energia
10.1016/j.jnca.2016.01.005	A New Approach to Mitigating Security Risks of Phone Clone Co-Location over Mobile Clouds	2016	https://doi.org/10.1016/j.jnca.2016.01.005	Sim								
10.1145/2979683.2979688	Soft Cache Hits and the Impact of Alternative Content Recommendations on Mobile Edge Caching	2016	https://doi.org/10.1145/2979683.2979688	Sim								
10.1109/TMC.2018.2841836	Dandelion: A Unified Code Offloading System for Wearable Computing	2019	https://doi.org/10.1109/TMC.2018.2841836	Não							D2D, Cloud	Consumo de energia, Tempo de execução
10.1145/3266276	WirelessEdge ’18: Proceedings of the 2018 on Technologies for the Wireless Edge Workshop	2018		Sim								
10.1145/3318216.3363303	LinkShare: Device-Centric Control for Concurrent and Continuous Mobile-Cloud Interactions	2019	https://doi.org/10.1145/3318216.3363303	Não	Aferição	Não	Face, Plate e Speech applications e OCR application	Recognition (???)	Sim, real	1 smartphone, 2 servers	Cloud	Deadline miss
10.1145/3241539.3267719	Low Latency Mobile Augmented Reality with Flexible Tracking	2018	https://doi.org/10.1145/3241539.3267719	Sim								
10.1145/2987354.2987364	LAMEN: Leveraging Resources on Anonymous Mobile Edge Nodes	2016	https://doi.org/10.1145/2987354.2987364	Sim								
10.1145/3126686.3126739	CloudAR: A Cloud-Based Framework for Mobile Augmented Reality	2017	https://doi.org/10.1145/3126686.3126739	Não	Aferição	Não	PosterAR	Realidade aumentada	Não	1 smartphone, 1 notebook, 1 VM no GCP	Edge, Cloud	Precisão de detecção
10.1109/TMC.2016.2538227	Energy Aware Offloading for Competing Users on a Shared Communication Channel	2017	https://doi.org/10.1109/TMC.2016.2538227	Sim								
10.1145/3132211.3134450	Gremlin: Scheduling Interactions in Vehicular Computing	2017	https://doi.org/10.1145/3132211.3134450	Sim								
10.1145/2988287.2989145	Control-Theoretic Scalable Device-to-Device Offloading System for Video Streaming Services	2016	https://doi.org/10.1145/2988287.2989145	Não	Aferição	Não	Não especifica	Streaming	Sim, real	2 notebooks, 4 servers	D2D	
10.1145/3081333.3089307	Poster: EPS: Edge-Hosted Personal Services for Mobile Users	2017	https://doi.org/10.1145/3081333.3089307	Sim								
10.5555/2893711.2893760	Poster: Dronemap - A Cloud-Based Architecture for the Internet-of-Drones	2016		Sim								
10.1145/3318216.3363327	Virtual Reality Streaming at the Edge: A Power Perspective: Poster	2019	https://doi.org/10.1145/3318216.3363327	Sim								
10.1007/s11036-017-0838-5	SDN-Assisted Learning Approach for Data Offloading in 5G HetNets	2017	https://doi.org/10.1007/s11036-017-0838-5	Sim								
10.1145/3132211.3134456	Precog: <u>p</U>refetching for Image <u>recog</U>nition Applications at the Edge	2017	https://doi.org/10.1145/3132211.3134456	Não	Aferição	Não	Reconhecimento de imagens	ImageTools	Sim, real	10 mobile devices, 1 edge server, 1 cloud server	Edge, Cloud	Tempo de execução
10.1109/TCSVT.2016.2564898	Incident-Supporting Visual Cloud Computing Utilizing Software-Defined Networking	2017	https://doi.org/10.1109/TCSVT.2016.2564898	Não								
10.1145/3300061.3345448	Source Compression with Bounded DNN Perception Loss for IoT Edge Computer Vision	2019	https://doi.org/10.1145/3300061.3345448	Sim								
10.1145/2973750.2985277	Harnessing Spectrum Awareness to Enhance Mobile Computing: Poster	2016	https://doi.org/10.1145/2973750.2985277	Sim								
10.1145/3229556.3229558	CESSNA: Resilient Edge-Computing	2018	https://doi.org/10.1145/3229556.3229558	Sim								
10.1145/3264746.3264810	A Communication Model Based Offloading Decision for Flying Ad-Hoc Networks	2018	https://doi.org/10.1145/3264746.3264810	Sim								
10.1145/3365265.3365283	Control Algorithms for a Mobile Robot Application in a Fog Computing Environment	2019	https://doi.org/10.1145/3365265.3365283	Não								
10.1145/3351260	Using Deep Learning and Mobile Offloading to Control a 3D-Printed Prosthetic Hand	2019	https://doi.org/10.1145/3351260	Não								
10.1016/j.comnet.2017.09.011	User-Aware Partitioning Algorithm for Mobile Cloud Computing Based on Maximum Graph Cuts	2017	https://doi.org/10.1016/j.comnet.2017.09.011	Não	Aferiação	Não	Aplicação de filtros em imagens. Não.	ImageTools	Equipamentos reais	1 computador, 1 celular	Nuvem	tempo de execução, consumo de energia, utilização de memória, utilizaçao de CPU
10.1145/3331052.3332477	Distributed Deep Neural Network Deployment for Smart Devices from the Edge to the Cloud	2019	https://doi.org/10.1145/3331052.3332477	Sim								
10.1145/3264844.3264848	Delay Tolerant Computing: The Untapped Potential	2018	https://doi.org/10.1145/3264844.3264848	Sim								
10.1145/2942358.2942412	The Accuracy of Android Energy Measurements for Offloading Computational Expensive Tasks: Poster	2016	https://doi.org/10.1145/2942358.2942412	Sim								
10.1016/j.jss.2015.11.042	Mobile Device Power Models for Energy Efficient Dynamic Offloading at Runtime	2016	https://doi.org/10.1016/j.jss.2015.11.042	Não			Xadrez, editor de fotos, aplicação sintética	ImageTools	Não especifica	Não especifica	nuvem	consumo de energia
10.1109/DS-RT.2016.23	An HLA-Based Cloud Simulator for Mobile Cloud Environments	2016	https://doi.org/10.1109/DS-RT.2016.23	Sim								
10.1145/3341568.3342109	A Measurement Study on Edge Computing for Autonomous UAVs	2019	https://doi.org/10.1145/3341568.3342109	Não (Mas não usa um app)	Simulação	-	-	-	-	Um computador	nuvem	Não definido
10.5555/3202009.3202015	A Survey on Procedures Dealing with Mobile Offloading Schemes	2017		Sim								
10.1145/3134829.3134834	REPRO: Time-Constrained Data Retrieval for Edge Offloading in Vehicular Clouds	2017	https://doi.org/10.1145/3134829.3134834	Sim								
10.1145/2987354.2987368	Maximizing the User’s Benefit in the Mobile Cloud Computing	2016	https://doi.org/10.1145/2987354.2987368	Sim								
10.1145/3234200.3234243	Scalable Surface Reconstruction in the Mobile Edge	2018	https://doi.org/10.1145/3234200.3234243	Sim								
10.1145/3325413.3329788	Enhanced Partitioning of DNN Layers for Uploading from Mobile Devices to Edge Servers	2019	https://doi.org/10.1145/3325413.3329788	Sim								
10.1145/3318216.3363320	Privacy-by-Design Task Offloading for UAV-Mounted Cloudlets	2019	https://doi.org/10.1145/3318216.3363320	Sim								
10.1145/3318216.3363321	Deep Learning-Based C/U Plane Separation Architecture for Automotive Edge Computing	2019	https://doi.org/10.1145/3318216.3363321	Sim								
10.1007/s11036-018-1009-z	A Webpage Offloading Framework for Smart Devices	2018	https://doi.org/10.1007/s11036-018-1009-z	Não	Aferição	Não	Bubble sort, Fibonacci, Matrix Mul e Gomoku	Math, Game	Sim, real	conducted throughout different devices,including desktops, mobile phones, pad, development boardand Tizen TV. 	cloud	tempo de resposta e consumo de energia
10.1109/MOBILESoft.2017.27	Towards Native Code Offloading Platforms for Image Processing in Mobile Applications: A Case Study	2017	https://doi.org/10.1109/MOBILESoft.2017.27	Sim								
10.1109/TC.2016.2620469	Hybrid Method for Minimizing Service Delay in Edge Cloud Computing Through VM Migration and Transmission Power Control	2017	https://doi.org/10.1109/TC.2016.2620469	Não	Modelagem analítica	Não	-	-	Não	-	Edge	Service delay
10.1007/s11265-015-1038-9	Offloading in Software Defined Network at Edge with Information Asymmetry: A Contract Theoretical Approach	2016	https://doi.org/10.1007/s11265-015-1038-9	Sim								
10.1109/TMC.2017.2711014	Stochastic Analysis of Delayed Mobile Offloading in Heterogeneous Networks	2018	https://doi.org/10.1109/TMC.2017.2711014	Não	Modelagem analítica	Não	-	-	Não	-	Edge	
10.1145/3018896.3018957	Energy Efficient Approach for Application Execution in Mobile Cloud IoT Environment	2017	https://doi.org/10.1145/3018896.3018957	Não	Modelagem analítica	Não	-	-	Não	-	Cloud	Tempo de execução e consumo de energia
10.1145/3197231.3197256	Code Offloading Solutions for Audio Processing in Mobile Healthcare Applications: A Case Study	2018	https://doi.org/10.1145/3197231.3197256	Sim								
10.1145/3132211.3134459	LAVEA: Latency-Aware Video Analytics on Edge Computing Platform	2017	https://doi.org/10.1145/3132211.3134459	Não	Aferição	Não	Não detalha	Análise de vídeo	Sim, real	4 edge nodes	Edge	Tem pode de execução
10.1016/j.jnca.2016.08.021	Towards Native Code Offloading Based MCC Frameworks for Multimedia Applications	2016	https://doi.org/10.1016/j.jnca.2016.08.021	Sim								
10.1145/3344341.3368797	Energy and Profit-Aware Proof-of-Stake Offloading in Blockchain-Based VANETs	2019	https://doi.org/10.1145/3344341.3368797	Sim								
10.1145/3344341.3368816	Performance Study of Mixed Reality for Edge Computing	2019	https://doi.org/10.1145/3344341.3368816	Não	Aferição	Não	Mixed-reality app	Video processing	Sim, real	1 smartphone, 1 notebook	Cloudlet	Latencia e throughput
10.1145/2976796.2976860	A Contextual Data Offloading Service With Privacy Support	2016	https://doi.org/10.1145/2976796.2976860	Não	Aferição	Não	MyPhotos	ImageTools	Sim, real	1 smartphone, 1 notebook	Cloud, Cloudlet	Tempo de processamento
10.1145/3242102.3242129	Delay-Sensitive Multiplayer Augmented Reality Game Planning in Mobile Edge Computing	2018	https://doi.org/10.1145/3242102.3242129	Sim								
10.1145/3081333.3081358	Accelerating Mobile Audio Sensing Algorithms through On-Chip GPU Offloading	2017	https://doi.org/10.1145/3081333.3081358	Sim								
10.1145/3019612.3019719	Secure Policy-Based Device-to-Device Offloading for Mobile Applications	2017	https://doi.org/10.1145/3019612.3019719	Sim								
10.1145/3318216.3363456	Accelerate Service Live Migration in Resource-Limited Edge Computing Systems	2019	https://doi.org/10.1145/3318216.3363456	Sim								
10.1007/s10723-017-9413-3	Towards Mobile Cloud Computing with Single Sign-on Access	2018	https://doi.org/10.1007/s10723-017-9413-3	Sim								
10.4108/eai.14-12-2015.2262654	Analysis of the Energy-Performance Tradeoff for Delayed Mobile Offloading	2016	https://doi.org/10.4108/eai.14-12-2015.2262654	Sim								
10.1016/j.pmcj.2015.07.005	An Energy-Efficient Scheduling Scheme for Time-Constrained Tasks in Local Mobile Clouds	2016	https://doi.org/10.1016/j.pmcj.2015.07.005	Não	Simulação	-	Não detalha	-	Não detalha	Não detalha	D2D	 Average energy per successful task, Average task waiting time, Task completion rate
10.1016/j.ins.2017.01.030	Performability Analysis of Cloudlet in Mobile Cloud Computing	2017	https://doi.org/10.1016/j.ins.2017.01.030	Sim								
10.1145/3127479.3132563	Mitigating Multi-Tenant Interference on Mobile Offloading Servers: Poster Abstract	2017	https://doi.org/10.1145/3127479.3132563	Sim								
10.1145/3127540.3127555	Quality of Experience-Aware Mobile Edge Caching through a Vehicular Cloud	2017	https://doi.org/10.1145/3127540.3127555	Sim								
